 ******* Program HYDRUS
 ******* 
 Infiltration of water into soil profile                                 
 Date:   1. 9.    Time:  12:30:57
 Units: L = cm   , T = days , M = mmol 


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  891     89.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  892     89.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  893     89.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  894     89.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  895     89.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  896     89.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  897     89.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  898     89.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  899     89.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  900     89.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  901     90.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  902     90.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  903     90.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  904     90.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  905     90.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  906     90.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  907     90.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  908     90.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  909     90.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  910     90.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  911     91.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  912     91.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  913     91.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  914     91.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  915     91.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  916     91.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  917     91.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  918     91.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  919     91.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  920     91.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  921     92.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  922     92.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  923     92.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  924     92.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  925     92.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  926     92.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  927     92.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  928     92.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  929     92.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  930     92.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  931     93.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  932     93.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  933     93.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  934     93.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  935     93.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  936     93.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  937     93.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  938     93.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  939     93.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  940     93.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  941     94.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  942     94.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  943     94.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  944     94.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  945     94.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  946     94.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  947     94.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  948     94.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  949     94.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  950     94.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  951     95.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  952     95.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  953     95.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  954     95.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  955     95.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  956     95.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  957     95.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  958     95.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  959     95.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  960     95.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  961     96.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  962     96.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  963     96.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  964     96.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  965     96.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  966     96.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  967     96.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  968     96.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  969     96.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  970     96.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  971     97.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  972     97.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  973     97.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  974     97.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  975     97.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  976     97.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  977     97.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  978     97.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  979     97.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  980     97.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  981     98.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  982     98.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  983     98.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  984     98.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  985     98.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  986     98.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  987     98.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  988     98.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  989     98.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  990     98.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  991     99.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  992     99.10     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  993     99.20     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  994     99.30     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  995     99.40     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  996     99.50     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  997     99.60     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  998     99.70     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
  999     99.80     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
 1000     99.90     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
 1001    100.00     0.065     0.410       0.0   0.106E+03     1.000     0.000     1.000     1.000     1.000
end
